anomaly_id,name,desc,level,success_event_ids,source_file,source_localisation
mountain_uninhabitable_category,???,???,3.0,,00_anomaly_categories.txt,???
on_success,???,???,,"anomaly.2520, anomaly.6905",00_anomaly_categories.txt,???
object_uninhabitable_category,???,???,2.0,,00_anomaly_categories.txt,???
signal_gasgiant_category,???,???,5.0,,00_anomaly_categories.txt,???
ship_gasgiant_category,???,???,5.0,,00_anomaly_categories.txt,???
terminal_gasgiant_category,???,???,5.0,,00_anomaly_categories.txt,???
sol_wasteland_category,???,???,1.0,,00_anomaly_categories.txt,???
living_metal_category,???,???,7.0,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
the_lonely_bot_category,???,???,3.0,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
fungal_emitters_category,???,???,4.0,,00_anomaly_categories.txt,???
on_success,???,???,,,00_anomaly_categories.txt,???
1,???,???,,,00_anomaly_categories.txt,???
1,???,???,,,00_anomaly_categories.txt,???
lost_soul_cat,???,???,2.0,,00_anomaly_categories.txt,???
on_solar_sails_cat,???,???,2.0,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
on_crashed_ship_cat,???,???,2.0,,00_anomaly_categories.txt,???
modifier,???,???,,,00_anomaly_categories.txt,???
AST_WAVELENGTHS_1_CAT,???,???,1.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
1,???,???,,,01_anomaly_categories.txt,???
0,???,???,,anomaly.130,01_anomaly_categories.txt,???
AND,???,???,,,01_anomaly_categories.txt,???
species,???,???,,,01_anomaly_categories.txt,???
owner,???,???,,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
AST_DEBRIS_FIELD_1_CAT,???,???,3.0,,01_anomaly_categories.txt,???
any_country,???,???,,,01_anomaly_categories.txt,???
FROM,???,???,,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
any_country,???,???,,,01_anomaly_categories.txt,???
owner,???,???,,,01_anomaly_categories.txt,???
0,???,???,,,01_anomaly_categories.txt,???
NOT,???,???,,,01_anomaly_categories.txt,???
0,???,???,,,01_anomaly_categories.txt,???
any_country,???,???,,,01_anomaly_categories.txt,???
owner,???,???,,,01_anomaly_categories.txt,???
1,???,???,,,01_anomaly_categories.txt,???
HBL_LUSH_PLANET_1_CAT,???,???,4.0,,01_anomaly_categories.txt,???
on_success,???,???,,"anomaly.85, anomaly.90",01_anomaly_categories.txt,???
NOT,???,???,,,01_anomaly_categories.txt,???
0,???,???,,,01_anomaly_categories.txt,???
UHB_ANCIENT_RUINS_1_CAT,???,???,3.0,,01_anomaly_categories.txt,???
UHB_MOLTEN_CHART_CAT,???,???,3.0,,01_anomaly_categories.txt,???
GEN_PLAYGROUND_CAT,???,???,3.0,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
AST_SHRINE_1_CAT,???,???,3.0,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
HBL_MUSIC_1_CAT,???,???,5.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
GAS_ZRO_ICE_CAT,???,???,6.0,,01_anomaly_categories.txt,???
AST_ILLICIT_DARK_CAT,???,???,7.0,,01_anomaly_categories.txt,???
TOX_PURPLE_RAIN_CAT,???,???,7.0,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
FROZ_BASE_CAT,???,???,2.0,,01_anomaly_categories.txt,???
on_success,???,???,,anomaly.170,01_anomaly_categories.txt,???
1,???,???,,,01_anomaly_categories.txt,???
TROP_PETS_CAT,???,???,4.0,,01_anomaly_categories.txt,???
BARR_BASE_CAT,???,???,5.0,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
PROJ_MOON_CAT,???,???,3.0,,01_anomaly_categories.txt,???
SEA_CAT,???,???,2.0,,01_anomaly_categories.txt,???
MOLTEN_BASE_CAT,???,???,2.0,,01_anomaly_categories.txt,???
LEVELED_CAT,???,???,1.0,,01_anomaly_categories.txt,???
DIMENSIONAL_POCKET_CAT,???,???,6.0,,01_anomaly_categories.txt,???
on_success,???,???,,"anomaly.210, anomaly.295",01_anomaly_categories.txt,???
HAB_CORN_CAT,???,???,4.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
HAB_MAT_CAT,???,???,4.0,,01_anomaly_categories.txt,???
ATM_ANOMALY_CAT,???,???,3.0,,01_anomaly_categories.txt,???
FRBR_GRIMACING_CAT,???,???,5.0,,01_anomaly_categories.txt,???
FROZ_ILLUMINATED_CAT,???,???,3.0,,01_anomaly_categories.txt,???
GAS_CLOUDY_CAT,???,???,1.0,,01_anomaly_categories.txt,???
GAIA_MOVE_CAT,???,???,3.0,,01_anomaly_categories.txt,???
FROZ_BOX_CAT,???,???,2.0,,01_anomaly_categories.txt,???
CONT_SIGNS_CAT,???,???,4.0,,01_anomaly_categories.txt,???
FROZ_BASE2_CAT,???,???,4.0,,01_anomaly_categories.txt,???
AST_CRATER_CAT,???,???,1.0,,01_anomaly_categories.txt,???
on_success,???,???,,"anomaly.265, anomaly.270",01_anomaly_categories.txt,???
BAR_COLONY_CAT,???,???,6.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
TOX_MAT_CAT,???,???,2.0,,01_anomaly_categories.txt,???
AST_CLUSTER_CAT,???,???,3.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
0,???,???,,,01_anomaly_categories.txt,???
0,???,???,,anomaly.3010,01_anomaly_categories.txt,???
GAEA_CHECKERED_CAT,???,???,2.0,,01_anomaly_categories.txt,???
GEN_ABANDONED_SHIP_CAT,???,???,8.0,,01_anomaly_categories.txt,???
GEN_DESERT_CAT,???,???,3.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
owner,???,???,,,01_anomaly_categories.txt,???
TOX_STRUCTURES_CAT,???,???,8.0,,01_anomaly_categories.txt,???
TROP_WOODS_CAT,???,???,3.0,,01_anomaly_categories.txt,???
modifier,???,???,,,01_anomaly_categories.txt,???
HOLE_RADIATION_CAT,???,???,5.0,,01_anomaly_categories.txt,???
on_success,???,???,,,01_anomaly_categories.txt,???
owner,???,???,,,01_anomaly_categories.txt,???
UHB_BUOY_CAT,???,???,3.0,,01_anomaly_categories.txt,???
NOT,???,???,,,01_anomaly_categories.txt,???
from.owner,???,???,,,01_anomaly_categories.txt,???
GAIA_RECORD_CAT,???,???,7.0,,01_anomaly_categories.txt,???
CRYSTAL_MANUFACTORY_CAT,???,???,3.0,anomaly.3125,01_anomaly_categories.txt,???
TROP_BIOLOGY_CAT,???,???,3.0,,02_anomaly_categories.txt,???
AST_MINING_CAT,???,???,2.0,,02_anomaly_categories.txt,???
GEN_DERELICT_SHIP_CAT,???,???,2.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
GEN_LOST_CARGO_CAT,???,???,6.0,,02_anomaly_categories.txt,???
on_success,???,???,,"anomaly.4015, anomaly.4085",02_anomaly_categories.txt,???
GEN_OLD_WAR_CAT,???,???,2.0,,02_anomaly_categories.txt,???
NOT,???,???,,,02_anomaly_categories.txt,???
on_success,???,???,,anomaly.4020,02_anomaly_categories.txt,???
GEN_SURVEY_CAT,???,???,2.0,,02_anomaly_categories.txt,???
DES_BURIED_CAT,???,???,4.0,,02_anomaly_categories.txt,???
on_success,???,???,,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
SUN_RAYS_CAT,???,???,5.0,,02_anomaly_categories.txt,???
on_success,???,???,,,02_anomaly_categories.txt,???
WAT_PLANET_CAT,???,???,3.0,,02_anomaly_categories.txt,???
from.owner,???,???,,,02_anomaly_categories.txt,???
COLD_RESEARCH_CAT,???,???,3.0,,02_anomaly_categories.txt,???
on_success,???,???,,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
SUN_TEAPOT_CAT,???,???,5.0,,02_anomaly_categories.txt,???
AST_GEAR_CAT,???,???,6.0,,02_anomaly_categories.txt,???
TROP_CONDITIONS_CAT,???,???,3.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
ARID_SENSOR_CAT,???,???,6.0,,02_anomaly_categories.txt,???
CON_BIOLOGY_CAT,???,???,1.0,,02_anomaly_categories.txt,???
on_success,???,???,,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
1,???,???,,anomaly.4115,02_anomaly_categories.txt,???
TOX_PLANET_CAT,???,???,3.0,,02_anomaly_categories.txt,???
DES_PLANET_CAT,???,???,1.0,,02_anomaly_categories.txt,???
MOL_PLANET_CAT,???,???,2.0,,02_anomaly_categories.txt,???
GEN_MYSTICAL_CAT,???,???,7.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
NUKE_PLANET_CAT,???,???,5.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
RADIOACTIVE_PLANET_CAT,???,???,2.0,,02_anomaly_categories.txt,???
ARID_PLANET_CAT,???,???,3.0,,02_anomaly_categories.txt,???
NANO_SWARM_CAT,???,???,6.0,,02_anomaly_categories.txt,???
STAR_RESONANCE_CAT,???,???,2.0,,02_anomaly_categories.txt,???
on_success,???,???,,anomaly.6740,02_anomaly_categories.txt,???
ALPHA_CENTAURI_CAT,???,???,1.0,,02_anomaly_categories.txt,???
1,???,???,,,02_anomaly_categories.txt,???
TEMPORAL_PRISM_CAT,???,???,5.0,,02_anomaly_categories.txt,???
VENDING_MACHINE_CAT,???,???,3.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
TIYANKI_ASTEROID_CAT,???,???,3.0,,02_anomaly_categories.txt,???
UBUME_BABY_CAT,???,???,3.0,anomaly.6791,02_anomaly_categories.txt,???
UNIQUE_SYSTEM_BATTLE_CAT,???,???,5.0,,02_anomaly_categories.txt,???
SINGING_PLANET_CAT,???,???,7.0,,02_anomaly_categories.txt,???
on_spawn,???,???,,,02_anomaly_categories.txt,???
FROZEN_SPRINGS_CAT,???,???,2.0,,02_anomaly_categories.txt,???
on_success,???,???,,anomaly.3140,02_anomaly_categories.txt,???
SOLARPUNK_CAT,???,???,7.0,,02_anomaly_categories.txt,???
on_success,???,???,,,02_anomaly_categories.txt,???
DATA_DIAMOND_CAT,???,???,4.0,,02_anomaly_categories.txt,???
modifier,???,???,,,02_anomaly_categories.txt,???
on_spawn,???,???,,,02_anomaly_categories.txt,???
INTEMPORAL_ORB_CAT,???,???,2.0,,02_anomaly_categories.txt,???
from.owner,???,???,,,02_anomaly_categories.txt,???
on_success,???,???,,anomaly.7105,02_anomaly_categories.txt,???
RAPID_DESERTIFICATION_CAT,???,???,1.0,,02_anomaly_categories.txt,???
from.owner,???,???,,,02_anomaly_categories.txt,???
on_success,???,???,,anomaly.7135,02_anomaly_categories.txt,???
BREACHSEALER_CAT,???,???,1.0,anomaly.7200,02_anomaly_categories.txt,???
paragon_beholder_category,???,???,2.0,,100_anomaly_categories_paragon.txt,???
modifier,???,???,,,100_anomaly_categories_paragon.txt,???
on_spawn,???,???,,,100_anomaly_categories_paragon.txt,???
species,???,???,,,100_anomaly_categories_paragon.txt,???
every_owned_pop,???,???,,,100_anomaly_categories_paragon.txt,???
modify_species,???,???,,,100_anomaly_categories_paragon.txt,???
ASTRAL_SCAR_CAT,???,???,6.0,,101_anomaly_categories_astral_planes.txt,???
GREATEST_SHOW_CAT,???,???,2.0,,101_anomaly_categories_astral_planes.txt,???
solar_system,???,???,,,101_anomaly_categories_astral_planes.txt,???
on_spawn,???,???,,,101_anomaly_categories_astral_planes.txt,???
BLACK_HOLE_INSTABLE_CAT,???,???,5.0,,101_anomaly_categories_astral_planes.txt,???
solar_system,???,???,,,101_anomaly_categories_astral_planes.txt,???
SPONTANEOUS_EXPLOSIONS_CAT,???,???,3.0,,101_anomaly_categories_astral_planes.txt,???
STORMS_PREC_WM_ONE,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_PREC_ONE,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
crimson_crawlers_category,???,???,3.0,,102_anomaly_categories_cosmic_storms.txt,???
modifier,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_ANTS,???,???,3.0,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_BRAIN,???,???,5.0,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_STAT,???,???,3.0,,102_anomaly_categories_cosmic_storms.txt,???
but_they_are_cute_category,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
modifier,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
terrestial_telescope_category,???,???,3.0,,102_anomaly_categories_cosmic_storms.txt,???
the_imitator_category,???,???,3.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_POLYCHROMATIC,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
on_spawn,???,???,,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_TRIPLETS,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_ANOM_TRAVELLERS,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_COSMIC_SLUDGE,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_SHATTERED_SATTELITE,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_EVISCERATED_FAUNA,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
STORMS_DISPLACED_TIYANKI,???,???,2.0,,102_anomaly_categories_cosmic_storms.txt,???
strange_signal_category,???,???,2.0,,92_anomaly_categories_federations.txt,???
from.owner,???,???,,,92_anomaly_categories_federations.txt,???
NOT,???,???,,,92_anomaly_categories_federations.txt,???
SEA_CRYSTAL_CAT,???,???,3.0,,92_anomaly_categories_federations.txt,???
WENKWORT_CAT,???,???,4.0,,92_anomaly_categories_federations.txt,???
ANCREL_RUBRICATOR_CAT,???,???,4.0,,93_anomaly_categories_ancient_relics.txt,???
ANCREL_ARC_CAT,???,???,3.0,,93_anomaly_categories_ancient_relics.txt,???
ANCREL_MECHANO_CAT,???,???,5.0,,93_anomaly_categories_ancient_relics.txt,???
on_spawn,???,???,,,93_anomaly_categories_ancient_relics.txt,???
DISTAR_WRECK_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_FLARE_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_RAINBOW_CAT,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_HOLO_CAT,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_ROBO_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_NANO_CAT,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.40,95_anomaly_categories_distant_stars.txt,???
DISTAR_FLOW_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_LOST_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_TIME_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_CLONE_CAT,???,???,6.0,distar.70,95_anomaly_categories_distant_stars.txt,???
DISTAR_GEODE_CAT,???,???,5.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_DEAD_GOD_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
any_moon,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
any_moon,???,???,,,95_anomaly_categories_distant_stars.txt,???
add_modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_ELECTRO_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_RUM_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
any_neighbor_country,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,,95_anomaly_categories_distant_stars.txt,???
1,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_SOOTHE_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_SOOTHE_GC_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_EXO_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_ICE_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_METAL_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.115,95_anomaly_categories_distant_stars.txt,???
DISTAR_OCEAN_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.120,95_anomaly_categories_distant_stars.txt,???
DISTAR_COLLAPSE_CAT,???,???,6.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.125,95_anomaly_categories_distant_stars.txt,???
DISTAR_FOES_CAT,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.131,95_anomaly_categories_distant_stars.txt,???
DISTAR_DIAMOND_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.140,95_anomaly_categories_distant_stars.txt,???
DISTAR_MOLTEN_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.145,95_anomaly_categories_distant_stars.txt,???
DISTAR_MERCURY_CAT,???,???,7.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.150,95_anomaly_categories_distant_stars.txt,???
DISTAR_WARFORM_CAT,???,???,5.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.155,95_anomaly_categories_distant_stars.txt,???
DISTAR_BRAINSLUG_CAT,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.170,95_anomaly_categories_distant_stars.txt,???
DISTAR_THIRSTY_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.180,95_anomaly_categories_distant_stars.txt,???
DISTAR_FLYTRAP_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.185,95_anomaly_categories_distant_stars.txt,???
DISTAR_LIVING_CAT,???,???,5.0,,95_anomaly_categories_distant_stars.txt,???
DISTAR_ZONE_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_RAT_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.231,95_anomaly_categories_distant_stars.txt,???
DISTAR_MED_CAT,???,???,5.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_POD_CAT,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_PHASE_CAT,???,???,10.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,,95_anomaly_categories_distant_stars.txt,???
AND,???,???,,,95_anomaly_categories_distant_stars.txt,???
0,???,???,,,95_anomaly_categories_distant_stars.txt,???
0,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_SOY_CAT,???,???,6.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,distar.260,95_anomaly_categories_distant_stars.txt,???
DISTAR_SIGNAL_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_PUZZLE_CAT,???,???,1.0,,95_anomaly_categories_distant_stars.txt,???
on_spawn,???,???,,,95_anomaly_categories_distant_stars.txt,???
DISTAR_NANOCITY_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.275,95_anomaly_categories_distant_stars.txt,???
DISTAR_NANOSAND_CAT,???,???,2.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.280,95_anomaly_categories_distant_stars.txt,???
DISTAR_MEDGAS_CAT,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
from.owner,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.285,95_anomaly_categories_distant_stars.txt,???
debris_gasgiant_category_temp,???,???,8.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
star_lifting_category,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
abandoned_outpost_category,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
ast_debris_field_1_cat_2,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
1,???,???,,,95_anomaly_categories_distant_stars.txt,???
1,???,???,,,95_anomaly_categories_distant_stars.txt,???
atomic_clock_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
solar_system,???,???,,,95_anomaly_categories_distant_stars.txt,???
NOT,???,???,,,95_anomaly_categories_distant_stars.txt,???
AND,???,???,,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,distar.1045,95_anomaly_categories_distant_stars.txt,???
gaia_planet_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
corrupt_data_cat,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
irregular_energy_cat,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
peculiar_patterns_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,,95_anomaly_categories_distant_stars.txt,???
0,???,???,,,95_anomaly_categories_distant_stars.txt,???
0,???,???,,,95_anomaly_categories_distant_stars.txt,???
tomb_world_cat,???,???,4.0,,95_anomaly_categories_distant_stars.txt,???
NOT,???,???,,,95_anomaly_categories_distant_stars.txt,???
on_success,???,???,,,95_anomaly_categories_distant_stars.txt,???
0,???,???,,,95_anomaly_categories_distant_stars.txt,???
modifier,???,???,,,95_anomaly_categories_distant_stars.txt,???
alien_life_cat,???,???,3.0,,95_anomaly_categories_distant_stars.txt,???
